respondent_id,xyz_vaccine,seasonal_vaccine
26805,0.0733762626262626,0.20128714536921366
26806,0.042422215583980294,0.9184258622514437
26807,0.3883489195989197,0.8044669113294112
26808,0.07886097187412976,0.35838485844221146
26809,0.4348923067673068,0.23084653496621588
26810,0.03939533614533614,0.10905970102022733
26811,0.030910173160173155,0.13875816942478458
26812,0.27629464137019916,0.7372067210567212
26813,0.4336192399400132,0.5578765259804077
26814,0.01960638603813749,0.642812566818796
26815,0.013540835526129641,0.02935973814545243
26816,0.10931214156214156,0.20275140926611518
26817,0.039680461073318206,0.5488635036178893
26818,0.19039117364117372,0.28442895530395534
26819,0.21330066230066239,0.2859032493993794
26820,0.10292546081858016,0.16579308364633258
26821,0.06432826624205933,0.5466455042778572
26822,0.1033984838747996,0.6395116842497277
26823,0.28028879870129886,0.4713879669680306
26824,0.0441462014538851,0.5998173810096832
26825,0.37211945706798666,0.651593225421971
26826,0.05857376268955215,0.7788721305067234
26827,0.027103535353535352,0.1164950836200836
26828,0.08961701256260077,0.34047918782860354
26829,0.7016268071597019,0.9167954870756935
26830,0.045983302990942845,0.7175694039076395
26831,0.21923678319730963,0.7587676712521433
26832,0.0716761803011803,0.8065925492636019
26833,0.08399539041205706,0.4425795955134189
26834,0.23531789876217127,0.5279371184371184
26835,0.37009975471456813,0.849795733749681
26836,0.25085931116813465,0.6818909540894832
26837,0.12861384911384913,0.1023716931216931
26838,0.13124011923144743,0.5120974940838806
26839,0.16405339105339117,0.3925509635607676
26840,0.09385155095449216,0.17163442259494893
26841,0.42171676471676467,0.6724473711184372
26842,0.05060061398296694,0.1393511673511673
26843,0.05715488677988676,0.08696705146705148
26844,0.06503318440818441,0.3622657074893917
26845,0.04349978616528623,0.6885533206268167
26846,0.052145435658438925,0.7745503241212452
26847,0.3158976787173381,0.22528561099394437
26848,0.0825301440576503,0.687647603485839
26849,0.43123648573648554,0.560929575054575
26850,0.5074991976622409,0.5958072463598781
26851,0.030365079365079362,0.06764573389573389
26852,0.0622147667147667,0.09890627539765467
26853,0.27349843674843677,0.45395153550153555
26854,0.035847041847041856,0.07774698741804005
26855,0.370642107892108,0.8195083020941781
26856,0.11467622192622191,0.1394776826515957
26857,0.46830286380286384,0.3038204539125593
26858,0.19879305698887742,0.564991813741814
26859,0.011665343915343915,0.0797157842157842
26860,0.2086940682774017,0.24912600362600357
26861,0.04950102212602213,0.1291865978076504
26862,0.029184019684019683,0.29134606194283624
26863,0.13744428256928257,0.4284972337603915
26864,0.3128498066973678,0.3938548166730722
26865,0.04659702334702334,0.06176691588405584
26866,0.0674913844325609,0.6661524504906858
26867,0.1542609906433436,0.21087163571722403
26868,0.6897989710180887,0.8326110463610465
26869,0.054558020683020673,0.25905851229380644
26870,0.6257231978653605,0.8262723757723757
26871,0.024134349446849446,0.049341343841343845
26872,0.14297927116456532,0.2912945494048437
26873,0.13502232027232025,0.7062123643186095
26874,0.040971935471935464,0.11262208675443967
26875,0.3916467513967515,0.7701251334951026
26876,0.08456174261819424,0.13284388065638067
26877,0.15736966736966737,0.16389119788257717
26878,0.13687543937543942,0.33269915161091634
26879,0.022529220779220774,0.04944070417599829
26880,0.1010353807678054,0.1661756460385493
26881,0.028664326414326417,0.10302941528517562
26882,0.03883357383357383,0.06856076331076331
26883,0.1134243126154891,0.30120612444877143
26884,0.18902461610743343,0.2261625237619756
26885,0.17599630230880237,0.572476941692786
26886,0.12205587906245806,0.7907731187464665
26887,0.6349075421468138,0.8595782966839084
26888,0.8762378362378364,0.9438329725829726
26889,0.025811087061087062,0.12568509693509697
26890,0.1383036315536316,0.4371334221334222
26891,0.6424363932850775,0.7976420252947818
26892,0.1572145965632808,0.5430842588783766
26893,0.03564754689754689,0.10610810875857313
26894,0.2776493120829506,0.3165111855522073
26895,0.046897881555439454,0.8020249883916454
26896,0.03713918739212856,0.05223091723091724
26897,0.08111513200286784,0.5120425703243859
26898,0.22061367243867244,0.5335864456893868
26899,0.03194907407407407,0.0999567099567099
26900,0.08160939659469071,0.2675540214143155
26901,0.11776515151515152,0.5021389321462851
26902,0.12468502181369834,0.8138844671124087
26903,0.21123207348207343,0.15307660395160397
26904,0.1135893124926738,0.39505227342603866
26905,0.330416349631907,0.7586147555392113
26906,0.03035626557543675,0.3671466058846837
26907,0.021307118807118806,0.4974330350977949
26908,0.06443433663286603,0.7101153048802803
26909,0.21355432530432522,0.26173316498316496
26910,0.14862505087505085,0.4559303566803566
26911,0.05447644947644948,0.13438556073556077
26912,0.4751198465205819,0.8248447165879947
26913,0.6214780597083227,0.8285126380754887
26914,0.03149494949494949,0.15168214179773978
26915,0.15646294985878317,0.5691963354010456
26916,0.07643326118326114,0.18413510514826312
26917,0.08326564176564179,0.14850666000666005
26918,0.8923341443461577,0.970315425315425
26919,0.13033540533540533,0.5411865563448895
26920,0.008689153439153439,0.08755496778837737
26921,0.17691311466311468,0.7428585640465435
26922,0.05343640063640063,0.7265370654545914
26923,0.23695612499261212,0.5235198781595597
26924,0.8382769341131411,0.970717646573486
26925,0.2026996706996707,0.7317911376205495
26926,0.4641737646411562,0.5305028097690634
26927,0.5428928450953808,0.7230745239468216
26928,0.08023362629007788,0.500660550958912
26929,0.13539900350194467,0.2970345441595442
26930,0.5557850899100898,0.7996000111000112
26931,0.12751783440395056,0.38008075911017086
26932,0.13408409669972385,0.8822765280412339
26933,0.03602491952491952,0.4810385566569777
26934,0.3555908396156075,0.6247496958952069
26935,0.1541585572237747,0.47778746224258545
26936,0.29235420135420137,0.2281267066267067
26937,0.16119032560147117,0.8129508058787958
26938,0.057877298627298616,0.07854818465847879
26939,0.07838910163910164,0.13139705810758445
26940,0.13498127906951443,0.17456843693768986
26941,0.12614125350842623,0.38367840111753815
26942,0.5421364605715325,0.7364296519112695
26943,0.18181697313121467,0.5485260387760391
26944,0.01770002145002145,0.16333355649276368
26945,0.03210304565487492,0.5305816409034103
26946,0.14248872260636972,0.6550565946399286
26947,0.26176115384300386,0.5459971797233011
26948,0.0709980944980945,0.08944248344248343
26949,0.05266487162075397,0.09825775830922885
26950,0.04083894056644481,0.4128929712263048
26951,0.11998744827072999,0.4072581680662837
26952,0.7367138995621968,0.8517471202813023
26953,0.4085383144501773,0.8696306927896684
26954,0.012534632034632035,0.1423649800635095
26955,0.06501897989889169,0.6529368048423605
26956,0.18567071760444548,0.19189531515183683
26957,0.08726939495064642,0.8733953464844164
26958,0.18750324859244494,0.6744380624821804
26959,0.08781423970554403,0.26575599591978905
26960,0.034046171430552774,0.08837012987012988
26961,0.2295198419463846,0.4650125069713211
26962,0.14005483405483413,0.8309662814109409
26963,0.12141929403205844,0.407861966736967
26964,0.0359624925727867,0.24640788962005733
26965,0.4657067592900927,0.8760524056459655
26966,0.037233235718529836,0.12514267437642052
26967,0.15196648483371528,0.49528280767763516
26968,0.12631464831464834,0.8197496938792724
26969,0.12760828776957808,0.2657268682181569
26970,0.67412395012395,0.6609757316757316
26971,0.0921106384209325,0.17037332394344581
26972,0.05239874477374477,0.1004569235231
26973,0.10524503751255403,0.2070174375057099
26974,0.2485181762681763,0.38040693054508834
26975,0.1632082193405723,0.6779386870101014
26976,0.7912722857819757,0.576520360902714
26977,0.12025803298295556,0.42815798537505845
26978,0.05223048630807252,0.6886481775662104
26979,0.6315905067155064,0.8359455625698019
26980,0.03758557400662663,0.11997269569003817
26981,0.11055615680615681,0.43360388685388673
26982,0.6879936210297162,0.8022943151531865
26983,0.20329548635478148,0.3861320992765024
26984,0.02599266474266474,0.135479168979169
26985,0.04540969215969214,0.09938626480731742
26986,0.07295761308781902,0.31715436249337176
26987,0.04605145439355965,0.195804879029017
26988,0.0331400913900914,0.1103438423461643
26989,0.3436968667403451,0.8189397665604963
26990,0.04510829257888082,0.16210943223443222
26991,0.19534363539510607,0.521215798205349
26992,0.3541026408232291,0.5253849919803758
26993,0.04047894419938755,0.8987698985805745
26994,0.23553614685967625,0.41807880626998284
26995,0.20632308894808896,0.46693772186419247
26996,0.29054774562669317,0.44235120045646376
26997,0.04519600769600769,0.05419117700300496
26998,0.06738002819620466,0.07606222481222481
26999,0.29107807788989865,0.5154395049395049
27000,0.04982230829599252,0.37263406179608205
27001,0.06138576238576237,0.8054327852788031
27002,0.05901584064084064,0.32105267118502423
27003,0.020758284600389865,0.085367086508263
27004,0.2362828570426498,0.2291686573660258
27005,0.4972500478945085,0.7328780537539937
27006,0.7109289854422766,0.781318561068561
27007,0.03266798941798942,0.16470556758056756
27008,0.1303718255428782,0.10769920819920815
27009,0.06582636750529151,0.31302643891063764
27010,0.02050866725866726,0.12190586810638296
27011,0.08168401919717706,0.19073824323824332
27012,0.27588063613063624,0.5446149961149964
27013,0.13212959578547812,0.41897353573696167
27014,0.08506845768610476,0.36462117131234784
27015,0.16359799459799465,0.20245112010766667
27016,0.1141482683982684,0.30709020346268817
27017,0.5740434971157479,0.859800152245726
27018,0.03228442853442853,0.22843947329934058
27019,0.8608064898064898,0.9618385058913543
27020,0.2693578643578646,0.41005474352815185
27021,0.3006653804285384,0.571361531986532
27022,0.09232184944684944,0.2567686270900045
27023,0.06844549663299662,0.20937630270963611
27024,0.08207423132423133,0.3596014711601909
27025,0.24493395064404752,0.1881980195730196
27026,0.04455608572713836,0.3920048432710705
27027,0.037758833684477064,0.7998673762898759
27028,0.4986155708605306,0.8768827062096011
27029,0.246865049982697,0.28512283087283063
27030,0.301577794368117,0.34522281422281414
27031,0.34526016249545655,0.8285383630418628
27032,0.15919153446945722,0.6364591477363214
27033,0.423245468929205,0.6655069746468166
27034,0.08801632626632626,0.46582907941731483
27035,0.1607427683255856,0.26563692086780305
27036,0.22578874389429146,0.6952479040448988
27037,0.6108000518000518,0.6112201518149795
27038,0.007906204906204906,0.029453860953860954
27039,0.425814891313101,0.8363563030197365
27040,0.15968349116388342,0.3694928509493726
27041,0.05266269228858603,0.6694160329795696
27042,0.09571789884833364,0.5609652723007986
27043,0.43931767769267777,0.7247861615508678
27044,0.030925925925925923,0.1084465043040894
27045,0.05090830928330929,0.5680581586584126
27046,0.03765063803299097,0.1372069134569134
27047,0.5318288489288485,0.4855296770223243
27048,0.12351759351759353,0.5936613028354515
27049,0.3389707658898837,0.7358556351056352
27050,0.11506633181633179,0.597174869033526
27051,0.11573879293364583,0.2979672377150448
27052,0.07679848854848852,0.23169762944027653
27053,0.8092737910237913,0.9024634172941103
27054,0.03054344729344729,0.02838386871126809
27055,0.09516533466533464,0.8156654434217364
27056,0.16240549143122665,0.16992968917968915
27057,0.04436574536574536,0.09297912831102484
27058,0.8253129698627634,0.893762626262626
27059,0.09683848450024919,0.16454002771108042
27060,0.06132411253463881,0.257908596036819
27061,0.0604582732082732,0.46337252489703473
27062,0.10379884603414014,0.41112466626940325
27063,0.029364219114219114,0.5573627758407169
27064,0.1348065897065897,0.5152807486631011
27065,0.19741198833845905,0.4813919650610828
27066,0.101359846189457,0.5413214257562081
27067,0.634980805854157,0.8391946020600543
27068,0.6057692915610537,0.8392060698249291
27069,0.5892844021724851,0.8777895450896999
27070,0.021377465127465124,0.07222430347430348
27071,0.049074194324194326,0.09026896544001804
27072,0.22747700149313058,0.45655197567697553
27073,0.09460902060902056,0.8707497641435638
27074,0.18518229664638697,0.26304670134435243
27075,0.5172435064935066,0.7661971620971622
27076,0.5941037249787247,0.6800861231749538
27077,0.08033890183890184,0.19735400656690985
27078,0.15844108114108116,0.7785132247382245
27079,0.18340480969647638,0.8137935988303637
27080,0.13461990769537935,0.25120812642523194
27081,0.14056728009147362,0.7557109742825685
27082,0.14713686232068582,0.30491736918052714
27083,0.1315060757013219,0.2896640295835342
27084,0.6612602717760893,0.7276244718244719
27085,0.017587301587301585,0.08002738873327105
27086,0.03030387205387205,0.13375181421891946
27087,0.07440522255522254,0.2245614211496565
27088,0.39436422749077554,0.6509582707998199
27089,0.20642836792836788,0.1937775838259709
27090,0.3716302629403939,0.7080496936089007
27091,0.5460827320827322,0.3972002765752765
27092,0.13875183150183149,0.25763837350041546
27093,0.19629948728769495,0.2417695538705958
27094,0.04062728937728937,0.12900661005661004
27095,0.09737577687577686,0.6719190052841623
27096,0.15391970991971,0.2314075007236772
27097,0.43432079738000806,0.7023641826113933
27098,0.6224733532366461,0.837598461924549
27099,0.22135389472928182,0.5060993051496145
27100,0.10450881050881049,0.6918071997861002
27101,0.09443682243682244,0.5349587591018751
27102,0.12647761976210253,0.7740398933425249
27103,0.06359259259259259,0.11380904280904278
27104,0.3479490046990048,0.6302544088142699
27105,0.13086297961297957,0.4416255099676151
27106,0.6266082582567314,0.7752600905319391
27107,0.5680982951495633,0.7187698067832711
27108,0.24836577754274317,0.2580572335830624
27109,0.08979100529100527,0.13086154273755699
27110,0.044520720020720016,0.3089455208220065
27111,0.10769183054422989,0.41445125648252085
27112,0.4193247357217947,0.5925847023347023
27113,0.10602313889813883,0.1364316424316425
27114,0.032904475725532144,0.14652839321265165
27115,0.5104485356691241,0.6761815515402468
27116,0.09865279110867346,0.8786407851407851
27117,0.015274050024050023,0.11241926265455678
27118,0.06325030077449431,0.49316573838970074
27119,0.10094108471507851,0.1993705110110054
27120,0.278980807863161,0.9389555883398596
27121,0.05377330573672035,0.6771193018952687
27122,0.03737109187109187,0.3699479069023705
27123,0.10104564694564692,0.20709881146859332
27124,0.041246392496392496,0.18849252328131638
27125,0.010323809523809525,0.04942688792688792
27126,0.22865069788599204,0.20748982226923413
27127,0.04770753512132822,0.10777921274631798
27128,0.2075775145333968,0.506498084159849
27129,0.25615559440559454,0.49130093490387594
27130,0.054763879638879645,0.20983569694224388
27131,0.08016402116402115,0.1519240722240723
27132,0.2590090003969314,0.8892786257081976
27133,0.09476364838864838,0.6093446474454005
27134,0.8882787377157507,0.9661899992208388
27135,0.0818701141853316,0.5303598333569304
27136,0.0777973609637696,0.5487700786565618
27137,0.10046844821844823,0.2210744863043353
27138,0.14583134920634916,0.4136996556157682
27139,0.09106644880174293,0.23808337655918643
27140,0.8673676046176046,0.895582815332815
27141,0.6034243719243719,0.6994663280525353
27142,0.03162169312169313,0.18182520275147318
27143,0.337807686050333,0.413918949471581
27144,0.07330507836390189,0.12432062857062853
27145,0.5834373191359699,0.7532536583786588
27146,0.17657072449208544,0.840985301735302
27147,0.08060347787650415,0.17815375900902222
27148,0.09945610870610871,0.08638757076257077
27149,0.24516882191882197,0.19489286427242425
27150,0.3654094390087037,0.8114155104155106
27151,0.27159326884870355,0.8193188048335109
27152,0.04377609427609427,0.20610149908147632
27153,0.39858986200210705,0.878884513756076
27154,0.6281380626024591,0.8502222080751494
27155,0.189141548844674,0.7226404032996084
27156,0.019793639693639696,0.2431432888336127
27157,0.05952988677988678,0.5422729105689632
27158,0.027524369149369145,0.3793265593504725
27159,0.06703864628864628,0.1460727932198521
27160,0.19682992932992946,0.3313551448551449
27161,0.42177706586922503,0.6035542066629024
27162,0.08714377289377288,0.838068606313627
27163,0.4343728401228401,0.3814649439254704
27164,0.15469213194213197,0.2303581331522509
27165,0.5736431019960433,0.6741136552127117
27166,0.26198002908072643,0.31925024050024053
27167,0.14655280830280826,0.5200244711715298
27168,0.16867452065478383,0.6102904002315767
27169,0.4939272974688996,0.6100163467736519
27170,0.5766056896463244,0.8775675106545583
27171,0.060510546370840475,0.22667534569422443
27172,0.07876081091849456,0.7750274251519471
27173,0.3338093943093943,0.4715095289486159
27174,0.11771918821918828,0.18234959022459027
27175,0.07098878898878899,0.12793709685376353
27176,0.7152570223607376,0.8735997571334678
27177,0.7470809468309467,0.8326888382227093
27178,0.03840660363028784,0.2543976376740456
27179,0.1254966492056275,0.29844670144670143
27180,0.13012116587116584,0.3879054240106873
27181,0.05144856876610596,0.8219084525449389
27182,0.4263116281866284,0.7857064694564694
27183,0.01659006734006734,0.6524862076419738
27184,0.13153829231197658,0.44290720390720384
27185,0.36859964109964116,0.683116355866356
27186,0.23696168279480298,0.8223965297987039
27187,0.12844413022024967,0.1913721008663538
27188,0.10526984497158813,0.4218312442459501
27189,0.13850818213589952,0.6939711862211863
27190,0.328054956315826,0.7859543951824655
27191,0.3134820337044913,0.8797648231398235
27192,0.2785074284876918,0.6457281792281789
27193,0.016679894179894184,0.12018645739079173
27194,0.27474253707535434,0.44929023157419684
27195,0.02293762718762719,0.1780290727790728
27196,0.19837729085192848,0.2773220023154235
27197,0.13052816627816624,0.6255049333382667
27198,0.5462054330532592,0.9322111915861914
27199,0.1389750962638894,0.38284268033344904
27200,0.1792682334005863,0.5763531330325449
27201,0.41039720355896836,0.8145306433668501
27202,0.10286281572694615,0.2293855403855404
27203,0.036109307359307355,0.1851399248899249
27204,0.01203042328042328,0.027573870573870576
27205,0.12838839410554304,0.3078078593779867
27206,0.2796336163836165,0.37649082718048243
27207,0.18529347321627904,0.19709102001631676
27208,0.6683971782574726,0.7362070259805552
27209,0.21219425783857376,0.33471170562974023
27210,0.06530780235296363,0.25551943734418303
27211,0.10283393458393457,0.28413352605999675
27212,0.32302198746799066,0.8262094038285989
27213,0.30833569671069666,0.5066261866788183
27214,0.04237264587264586,0.12518512876012874
27215,0.14361687045897578,0.662001785138555
27216,0.2681535248895797,0.8033707357457359
27217,0.1034262730996602,0.24056066101654341
27218,0.5707496438746439,0.782651019940605
27219,0.6084635799669685,0.6380330445755981
27220,0.3186720455470456,0.45001742919389975
27221,0.06536794571837018,0.7176455835425513
27222,0.18097200793034132,0.5312088787859209
27223,0.08348231398231397,0.6655200148435447
27224,0.1352528728663182,0.5845093057956835
27225,0.19765315718992196,0.24652412161107815
27226,0.07163811188811185,0.23139607244607252
27227,0.16911741555859208,0.26990283327783327
27228,0.5763984261352684,0.8058458502045459
27229,0.5203970658970659,0.7480191551368025
27230,0.30711149765267415,0.9026518753738317
27231,0.4474891346470296,0.8000753367003364
27232,0.13102976693297944,0.5091548729048728
27233,0.4033276214526214,0.3977082454582453
27234,0.021398268398268395,0.11137434787434783
27235,0.8083451733451732,0.9208339837438309
27236,0.1709716116127881,0.8359347319347321
27237,0.6522725996913303,0.8202328219814012
27238,0.45559509649026864,0.8417577028068752
27239,0.3312234802234804,0.31728567688350295
27240,0.09894315869315867,0.375627541085493
27241,0.08789126886185711,0.1270451838821404
27242,0.1847394224133355,0.5443465423465426
27243,0.05673025999341789,0.11538181874875422
27244,0.03325077957817896,0.09252155626812374
27245,0.15724607750923542,0.5080443219113431
27246,0.7745574551723935,0.9235246098841431
27247,0.26883000641333993,0.9323762433226015
27248,0.22099284488331145,0.7126034185113135
27249,0.09381137381137378,0.6213201520504027
27250,0.07614672919672917,0.17842054684199188
27251,0.04570499765499766,0.487909895268971
27252,0.23974566174566186,0.41530001171667835
27253,0.06662776803151636,0.7912124410191751
27254,0.890597892847893,0.9868949077654531
27255,0.1505763293351529,0.31298450598121
27256,0.7387121997547426,0.9137123258005612
27257,0.38782373876123893,0.5433751490883844
27258,0.30386903514844715,0.7448644925336105
27259,0.4779907913619292,0.761901848151848
27260,0.16877787952787948,0.40428038705122027
27261,0.18344511201235988,0.7112440153515538
27262,0.11574506974506972,0.3889207429280959
27263,0.07806464646464648,0.08483128908128906
27264,0.09102035927035926,0.1632714160093192
27265,0.13621931989579047,0.3530003607503607
27266,0.1519131471657721,0.40847408453832607
27267,0.19182162923695179,0.5708654018911369
27268,0.0904586199992932,0.18373241464417936
27269,0.5659827379034698,0.5243492530818618
27270,0.05001023513523513,0.11066335711072552
27271,0.051577795498848125,0.18570126780443333
27272,0.10673100048100047,0.45188404188404185
27273,0.14068901426553204,0.2649412346912348
27274,0.14225414677914677,0.3979370166870167
27275,0.20403602663819387,0.3560612886568771
27276,0.03495384245384244,0.20923149073149072
27277,0.08773085132496572,0.8875935195077445
27278,0.0945583213083213,0.3703296720291811
27279,0.07216270766270766,0.31508306934532426
27280,0.45210802667275496,0.3816592974019446
27281,0.06926280429884547,0.42325084719202377
27282,0.16169474262121314,0.8632955597552463
27283,0.06927114932997287,0.17281950456950457
27284,0.29881119494540564,0.47634483245512643
27285,0.048440994190994194,0.41318165295466425
27286,0.15382080093109513,0.45944752649548043
27287,0.15772941086691086,0.6460589943825233
27288,0.5349973835929678,0.751339377768672
27289,0.18093964368964371,0.49762659716826374
27290,0.04296327746327745,0.08463365087562061
27291,0.48087186741134097,0.805177827346945
27292,0.10245777370777372,0.6190666543695954
27293,0.08632768226885873,0.8854513147568714
27294,0.07445248270248268,0.09455274476985003
27295,0.48762787696774856,0.8637829046764098
27296,0.10388105103847231,0.8121734730846837
27297,0.153947764693232,0.7538987164204556
27298,0.06727533129952484,0.216219316195787
27299,0.31943425419896004,0.6660497093760149
27300,0.18580708321319786,0.8109276441710328
27301,0.03762301587301587,0.0479399951899952
27302,0.1559679887106358,0.6923393815193871
27303,0.1613618141118141,0.21667229067229063
27304,0.06943340470759823,0.7601240032109599
27305,0.02857329244829245,0.13099363640172462
27306,0.19887142265534682,0.5544074949002055
27307,0.7427150072150073,0.816544511044511
27308,0.2260215568744981,0.26416918510339565
27309,0.6917264220278699,0.962217590137565
27310,0.03966360399724885,0.20654891981113657
27311,0.10829082954082954,0.2480379805379805
27312,0.13792577638410972,0.47098312649119084
27313,0.02472968480321421,0.12600148555148555
27314,0.034027296777296774,0.10729581992081995
27315,0.04032171749818809,0.20896640444725256
27316,0.2799722270333723,0.6817075915456016
27317,0.2306450447700449,0.32989077334186334
27318,0.09243614718614719,0.2993836060837207
27319,0.28000928231268785,0.8006096529287706
27320,0.27309500168221096,0.7676497206914334
27321,0.0831036701877663,0.6930738280356527
27322,0.4364545693309995,0.49946778865257146
27323,0.06488745513745513,0.49446117654275556
27324,0.21339132164132166,0.6336127060074426
27325,0.7829397847522849,0.9209837197285476
27326,0.07986615236615235,0.5645299852939168
27327,0.21249715197083616,0.3085372924328491
27328,0.319212875087875,0.4775281290060704
27329,0.1545961890364064,0.21645026949481178
27330,0.055025877050070615,0.6570659888722387
27331,0.10883119658119658,0.190280378880379
27332,0.13642973994604432,0.8221546944769746
27333,0.6726110757454186,0.7193398551339729
27334,0.03769949494949495,0.05595822695822695
27335,0.2546763267596602,0.1974664594664596
27336,0.09060334229689067,0.15202871202871204
27337,0.3209242536330773,0.5903882469382471
27338,0.2254079225842385,0.49110997798497796
27339,0.23674238651212334,0.37832169682169686
27340,0.007642199475844335,0.12306690607410715
27341,0.21794644317193346,0.7083438180760163
27342,0.2006558092755506,0.5244436892083953
27343,0.04455005180005179,0.10101563780135206
27344,0.3253380526710976,0.5190726848800473
27345,0.11279526817999357,0.2193979481847129
27346,0.41873718628865697,0.8503676307634584
27347,0.776185173500963,0.879407875136136
27348,0.031140211640211638,0.25973964159335694
27349,0.10102884674076953,0.24985021332435128
27350,0.07916552429052427,0.8564220676994471
27351,0.501795533170533,0.8088547284666685
27352,0.15382436967904398,0.3370071161714997
27353,0.046929172679172675,0.18596341913447176
27354,0.33362933127626104,0.7443352973289753
27355,0.2998301301597122,0.3639788161230954
27356,0.3295190688940688,0.6733177655677656
27357,0.054780849861692245,0.38574321883492046
27358,0.2635861870972167,0.6430932447294365
27359,0.41126292182526203,0.6751457621425648
27360,0.2554370651222101,0.6800866444768248
27361,0.06664008215542742,0.8368247338717928
27362,0.298984565360173,0.5348248789634862
27363,0.10424881871940693,0.22121710891447738
27364,0.07095371283916173,0.4202135141546906
27365,0.3481822838551791,0.6632045530722006
27366,0.35012946794466293,0.6480244791203872
27367,0.23522931697931695,0.4763139059369708
27368,0.02616079563138387,0.5247916862978782
27369,0.03037686387686388,0.061035087198880275
27370,0.09256671584090936,0.7504906331485277
27371,0.2235152492468066,0.3751424362674364
27372,0.1271076791076791,0.21305010321922085
27373,0.7787518916268917,0.7715758500758501
